persona_id,1,2,3,4,5,6,7,8
282,4.0,2.0,5.0,4.0,2.0,5.0,2.0,3.0
2855,4.0,1.0,4.0,,3.0,,,
2948,2.0,1.0,3.0,4.0,4.0,4.0,2.0,5.0
3912,3.0,1.0,4.0,3.0,2.0,4.0,3.0,3.0
5030,2.0,5.0,3.0,1.0,,4.0,,1.0
5280,5.0,4.0,2.0,4.0,3.0,4.0,1.0,2.0
5312,5.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0
5514,4.0,4.0,3.0,4.0,5.0,5.0,1.0,3.0
5686,4.0,3.0,,2.0,3.0,3.0,1.0,5.0
6851,5.0,4.0,2.0,2.0,2.0,3.0,4.0,5.0
7086,2.0,4.0,2.0,2.0,2.0,,1.0,2.0
8257,,4.0,2.0,3.0,4.0,5.0,,3.0
8864,2.0,2.0,2.0,3.0,5.0,5.0,2.0,4.0
8927,2.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0
10169,2.0,2.0,5.0,1.0,4.0,3.0,4.0,4.0
10219,2.0,4.0,2.0,3.0,3.0,4.0,1.0,2.0
10648,,5.0,3.0,4.0,3.0,5.0,2.0,2.0
11938,4.0,4.0,5.0,4.0,4.0,3.0,1.0,1.0
14464,4.0,2.0,1.0,1.0,2.0,2.0,5.0,5.0
14557,1.0,1.0,5.0,1.0,3.0,,2.0,2.0
14854,2.0,1.0,5.0,3.0,4.0,4.0,,4.0
15010,2.0,4.0,1.0,2.0,5.0,,1.0,1.0
16216,3.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0
16589,2.0,2.0,1.0,3.0,5.0,,2.0,2.0
17412,2.0,2.0,2.0,4.0,4.0,5.0,2.0,1.0
17784,3.0,3.0,2.0,3.0,2.0,5.0,2.0,
18323,2.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0
18474,3.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0
19067,3.0,5.0,5.0,4.0,2.0,4.0,4.0,2.0
19776,2.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0
20359,2.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0
20529,2.0,4.0,4.0,3.0,5.0,5.0,2.0,2.0
20860,2.0,1.0,4.0,2.0,4.0,4.0,,5.0
21427,4.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0
22745,4.0,4.0,1.0,4.0,2.0,3.0,3.0,3.0
23193,5.0,4.0,,5.0,3.0,4.0,1.0,5.0
23512,5.0,4.0,4.0,,2.0,4.0,2.0,4.0
24776,2.0,4.0,2.0,2.0,3.0,4.0,2.0,
25818,2.0,4.0,1.0,,3.0,3.0,2.0,4.0
28600,2.0,4.0,4.0,5.0,4.0,5.0,2.0,4.0
28692,1.0,5.0,1.0,2.0,2.0,1.0,,3.0
30625,3.0,4.0,3.0,2.0,4.0,3.0,1.0,
30973,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0
32146,4.0,4.0,2.0,4.0,4.0,3.0,5.0,1.0
32281,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0
32302,1.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0
33110,2.0,4.0,4.0,,5.0,2.0,1.0,2.0
33429,2.0,4.0,3.0,2.0,,5.0,2.0,5.0
34126,,3.0,4.0,3.0,4.0,3.0,3.0,2.0
35074,2.0,5.0,2.0,4.0,4.0,5.0,3.0,
35440,2.0,4.0,2.0,2.0,3.0,1.0,4.0,4.0
37306,4.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0
38004,2.0,4.0,2.0,4.0,2.0,5.0,3.0,2.0
38324,4.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0
38405,2.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0
40500,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0
41140,4.0,5.0,2.0,1.0,2.0,4.0,2.0,2.0
43244,2.0,1.0,1.0,3.0,1.0,4.0,,3.0
43526,4.0,2.0,2.0,,5.0,3.0,2.0,1.0
44957,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0
44963,2.0,1.0,4.0,5.0,5.0,5.0,3.0,2.0
45423,3.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0
45856,1.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0
46591,4.0,4.0,5.0,4.0,5.0,4.0,2.0,3.0
46790,3.0,4.0,2.0,4.0,,4.0,1.0,2.0
47369,5.0,4.0,5.0,2.0,5.0,3.0,4.0,3.0
48405,2.0,4.0,5.0,2.0,2.0,2.0,2.0,
48545,2.0,,2.0,2.0,2.0,4.0,2.0,2.0
50492,2.0,3.0,3.0,4.0,5.0,4.0,1.0,2.0
50747,2.0,2.0,2.0,3.0,4.0,4.0,1.0,4.0
50839,5.0,,2.0,4.0,3.0,2.0,3.0,2.0
51881,2.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0
52313,4.0,2.0,4.0,2.0,5.0,4.0,1.0,1.0
52497,4.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0
53252,2.0,4.0,,3.0,5.0,4.0,4.0,2.0
54658,2.0,4.0,5.0,4.0,2.0,5.0,,2.0
56726,3.0,4.0,,,4.0,2.0,4.0,2.0
56808,1.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0
57829,3.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0
58267,,,4.0,4.0,2.0,2.0,2.0,2.0
58290,4.0,1.0,5.0,3.0,3.0,4.0,,5.0
58412,2.0,1.0,1.0,5.0,2.0,5.0,4.0,2.0
58838,4.0,2.0,5.0,5.0,2.0,4.0,2.0,2.0
59059,4.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0
60046,4.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0
61007,3.0,1.0,4.0,2.0,4.0,4.0,4.0,
61594,1.0,4.0,2.0,4.0,4.0,,2.0,2.0
62283,4.0,2.0,5.0,2.0,5.0,4.0,2.0,4.0
62555,2.0,1.0,5.0,4.0,5.0,3.0,3.0,2.0
63796,3.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0
63866,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0
64924,4.0,4.0,5.0,,4.0,4.0,5.0,2.0
65237,2.0,3.0,3.0,5.0,2.0,3.0,4.0,5.0
65380,4.0,3.0,3.0,2.0,4.0,4.0,1.0,2.0
65648,2.0,,4.0,3.0,4.0,4.0,2.0,2.0
65835,2.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0
65917,2.0,4.0,2.0,5.0,1.0,,2.0,3.0
66045,3.0,2.0,2.0,2.0,4.0,2.0,5.0,1.0
66750,3.0,2.0,4.0,5.0,3.0,2.0,2.0,4.0
67977,4.0,4.0,4.0,2.0,4.0,5.0,1.0,2.0
68097,1.0,2.0,2.0,5.0,2.0,4.0,1.0,
68833,3.0,4.0,4.0,2.0,3.0,4.0,2.0,1.0
69531,2.0,4.0,5.0,1.0,4.0,1.0,4.0,2.0
69851,2.0,4.0,5.0,3.0,1.0,2.0,1.0,2.0
69956,4.0,4.0,1.0,3.0,4.0,,1.0,2.0
71245,2.0,2.0,4.0,3.0,3.0,5.0,3.0,4.0
71337,4.0,1.0,2.0,3.0,3.0,5.0,2.0,2.0
71674,4.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0
71967,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0
73719,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0
75220,5.0,3.0,,3.0,3.0,4.0,1.0,1.0
75626,2.0,1.0,5.0,4.0,4.0,,1.0,4.0
75859,2.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0
76421,2.0,4.0,,2.0,3.0,,4.0,2.0
76660,3.0,,1.0,3.0,2.0,5.0,4.0,5.0
77188,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0
77440,2.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0
77493,2.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0
78152,4.0,1.0,1.0,,3.0,2.0,1.0,2.0
78625,5.0,2.0,4.0,3.0,1.0,,4.0,2.0
79218,,5.0,5.0,2.0,5.0,4.0,2.0,4.0
79513,1.0,3.0,2.0,2.0,4.0,5.0,4.0,2.0
79628,4.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0
79990,2.0,4.0,5.0,2.0,2.0,2.0,3.0,2.0
79999,3.0,2.0,5.0,3.0,4.0,4.0,2.0,4.0
81383,2.0,4.0,1.0,4.0,3.0,3.0,2.0,3.0
81674,3.0,1.0,3.0,2.0,5.0,2.0,,
81777,3.0,4.0,3.0,3.0,4.0,3.0,1.0,2.0
82166,1.0,4.0,2.0,4.0,3.0,4.0,4.0,1.0
82569,,2.0,4.0,3.0,2.0,4.0,1.0,5.0
83090,3.0,1.0,2.0,5.0,1.0,4.0,2.0,2.0
83215,2.0,,5.0,2.0,3.0,3.0,2.0,4.0
83380,1.0,1.0,2.0,5.0,,4.0,5.0,5.0
85049,5.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0
85519,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0
86879,2.0,2.0,5.0,5.0,3.0,5.0,1.0,5.0
87201,4.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0
87232,1.0,3.0,2.0,5.0,2.0,5.0,4.0,5.0
87283,4.0,3.0,4.0,5.0,3.0,5.0,2.0,2.0
87863,3.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0
88247,1.0,4.0,5.0,4.0,4.0,2.0,1.0,1.0
88716,2.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0
89604,3.0,4.0,5.0,4.0,5.0,5.0,1.0,2.0
89643,2.0,5.0,5.0,5.0,2.0,5.0,4.0,2.0
90066,4.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0
90923,2.0,3.0,5.0,5.0,2.0,4.0,1.0,3.0
91035,4.0,3.0,2.0,1.0,,5.0,2.0,3.0
91223,3.0,4.0,2.0,2.0,,4.0,2.0,3.0
91241,5.0,4.0,2.0,3.0,3.0,,3.0,5.0
92194,2.0,4.0,1.0,3.0,5.0,5.0,1.0,2.0
92902,2.0,4.0,2.0,3.0,2.0,4.0,1.0,5.0
92952,5.0,,2.0,5.0,4.0,3.0,2.0,2.0
94032,2.0,,2.0,3.0,2.0,4.0,2.0,2.0
