persona_id,1,2,3,4,5,6,7,8
282,1,1,2,3,2,3,1,2
2855,1,1,2,3,2,3,1,1
2948,1,1,1,3,2,3,1,1
3912,1,1,1,2,2,5,1,2
5030,1,1,1,2,2,5,1,1
5280,1,1,2,2,2,4,1,2
5312,1,1,1,2,2,1,1,1
5514,1,1,2,2,2,5,1,1
5686,1,1,2,3,2,3,1,2
6851,1,1,1,3,2,3,1,1
7086,1,1,2,3,2,3,1,2
8257,1,1,2,3,2,3,1,1
8864,1,1,2,3,2,5,1,2
8927,1,1,2,2,2,3,1,2
10169,1,1,2,2,2,3,1,2
10219,1,1,2,2,2,3,1,2
10648,3,3,3,3,3,3,3,3
11938,2,1,2,2,2,3,1,2
14464,1,1,1,2,2,5,1,1
14557,1,1,2,2,2,5,1,2
14854,1,1,2,3,2,5,1,2
15010,1,1,2,2,2,5,1,1
16216,1,1,2,2,2,3,1,1
16589,1,1,1,2,2,3,1,1
17412,1,1,2,2,2,5,1,2
17784,1,1,2,3,2,3,1,1
18323,1,1,2,2,2,5,1,2
18474,1,1,1,2,2,5,1,2
19067,1,1,1,3,2,3,1,2
19776,1,1,1,2,2,5,1,1
20359,1,1,2,3,2,3,1,2
20529,1,1,1,3,2,3,1,2
20860,1,1,2,3,2,3,1,2
21427,2,1,2,2,2,3,1,2
22745,1,1,2,2,2,5,1,2
23193,1,1,2,3,2,3,1,3
23512,1,1,1,3,2,3,1,1
24776,1,1,1,2,2,5,1,2
25818,1,1,2,2,2,5,1,2
28600,1,1,2,3,2,3,1,2
28692,1,1,2,2,2,3,1,1
30625,1,1,2,3,2,3,1,1
30973,1,1,1,2,2,5,1,1
32146,1,1,1,2,2,3,1,2
32281,1,1,2,3,2,3,1,1
32302,1,1,1,2,2,5,1,1
33110,1,1,1,3,2,5,1,1
33429,1,1,2,2,2,5,1,2
34126,1,1,2,3,2,3,1,1
35074,1,1,2,3,2,3,1,2
35440,1,1,1,2,2,5,1,2
37306,1,1,2,2,2,3,1,2
38004,1,1,2,2,2,5,1,2
38324,1,1,1,2,2,5,1,2
38405,1,1,1,2,2,4,1,2
40500,1,1,2,2,2,4,1,2
41140,1,1,1,4,2,4,1,2
43244,1,1,2,3,2,3,1,2
43526,1,1,1,3,2,5,1,2
44957,1,1,1,2,2,5,1,1
44963,1,1,1,2,2,3,1,2
45423,1,1,1,3,2,3,1,1
45856,1,1,2,3,2,3,1,2
46591,1,1,2,3,2,5,1,2
46790,1,1,2,3,2,5,1,1
47369,1,1,2,3,2,3,1,2
48405,1,1,2,2,2,4,1,2
48545,1,1,1,2,2,5,1,1
50492,1,1,2,3,2,5,1,2
50747,1,1,2,2,2,5,1,1
50839,1,1,1,2,2,5,1,1
51881,1,1,1,2,2,5,1,2
52313,1,1,2,3,2,3,1,1
52497,1,1,2,2,2,5,1,1
53252,1,1,2,3,2,3,1,1
54658,1,1,2,2,2,3,1,2
56726,1,1,2,3,2,5,1,2
56808,1,1,1,2,2,5,1,1
57829,1,1,2,2,2,5,1,1
58267,1,1,2,3,2,3,1,2
58290,1,1,2,3,2,3,1,1
58412,1,1,2,3,2,3,1,1
58838,1,1,2,3,2,3,1,2
59059,1,1,2,2,2,4,1,2
60046,2,1,2,2,2,3,1,2
