persona_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
282,0,0,2,3,0,1,2,0,5,0,0,0,5,0,0,0,0,5,0,0,2,0
2855,0,0,2,3,0,1,2,0,5,0,0,3,5,0,0,0,0,5,0,0,2,0
2948,0,0,2,3,0,1,2,0,5,0,0,2,5,0,0,0,0,5,3,0,1,3
3912,0,0,2,4,0,1,2,0,0,0,0,0,5,0,0,0,0,5,0,0,2,0
5030,0,0,2,4,0,1,2,0,5,0,0,3,5,0,0,0,0,5,2,0,2,2
5280,0,0,2,3,0,1,2,2,3,0,0,3,5,0,0,0,0,5,2,0,2,2
5312,2,1,3,2,2,2,2,2,4,0,0,3,2,0,0,0,2,5,2,0,2,2
5514,0,0,2,4,0,1,2,0,5,0,0,3,5,0,0,0,0,5,2,0,1,2
5686,0,0,2,3,0,1,2,0,5,0,0,0,5,0,0,0,0,5,0,0,2,0
6851,0,0,2,3,0,1,2,2,5,0,0,3,5,0,0,0,0,5,2,0,2,0
7086,0,0,2,3,0,2,2,0,5,0,0,3,5,0,0,0,0,5,0,0,2,0
8257,0,0,2,3,0,1,2,0,5,0,0,2,5,0,0,0,0,5,2,0,1,2
8864,0,1,2,3,1,1,2,0,5,0,0,3,5,0,0,0,0,5,2,0,1,3
8927,2,1,2,4,0,1,2,2,4,0,0,3,4,0,0,0,0,5,2,0,1,3
10169,0,0,2,3,0,1,2,0,0,0,0,2,5,0,0,0,0,5,0,0,2,0
10219,0,0,2,3,0,1,2,0,3,0,0,0,5,0,0,0,0,5,2,0,1,3
10648,2,0,3,3,0,1,2,2,5,0,0,3,2,0,0,0,0,5,2,0,2,2
11938,0,1,3,1,1,2,2,2,3,0,0,3,5,0,0,0,0,5,2,0,3,2
14464,0,0,5,4,0,0,2,0,0,0,0,0,5,0,0,0,0,5,0,0,1,0
14557,0,1,4,4,1,1,2,2,3,0,0,1,5,0,0,0,0,4,2,0,1,3
14854,0,0,2,3,0,1,2,0,5,0,0,2,5,0,0,0,0,5,2,0,1,2
15010,0,0,2,4,0,1,2,0,4,0,0,3,5,0,0,0,0,5,0,0,2,2
16216,0,1,4,2,1,1,2,0,4,0,0,3,4,0,0,0,0,5,2,0,3,2
16589,2,0,3,3,1,2,2,2,4,0,0,3,5,0,0,0,3,4,2,0,2,2
17412,0,0,2,3,0,2,2,0,3,0,0,3,5,0,0,0,0,5,2,0,2,0
17784,0,0,2,3,1,1,2,2,3,0,0,3,5,0,0,0,0,5,2,0,2,2
18323,0,0,2,3,0,1,2,0,5,0,0,2,5,0,0,0,0,5,2,0,1,3
18474,0,0,3,4,0,1,2,0,5,0,0,0,5,0,0,0,0,5,2,0,2,2
19067,0,0,3,3,0,1,2,2,2,0,0,0,5,0,0,0,0,5,0,0,2,2
19776,0,0,0,4,0,1,2,0,5,0,0,0,5,0,0,0,0,5,0,0,3,0
20359,0,0,2,3,0,1,2,0,4,0,0,2,5,0,0,0,0,5,2,0,2,0
20529,0,0,2,4,0,1,2,0,5,0,0,2,5,0,0,0,0,5,2,0,2,2
20860,2,0,2,4,0,1,2,2,5,0,0,3,5,0,0,0,0,5,2,0,1,2
21427,0,0,3,4,1,1,2,2,4,0,0,1,5,0,0,0,0,5,2,0,2,2
22745,2,0,3,3,0,2,2,2,4,0,0,3,5,0,0,0,0,5,2,0,2,2
23193,0,0,2,3,0,1,2,2,4,0,0,2,5,0,0,0,0,5,2,0,2,2
23512,0,0,5,3,0,1,2,0,3,0,0,0,5,0,0,0,0,5,2,0,2,2
24776,0,0,2,4,0,1,2,0,5,0,0,0,5,0,0,0,0,5,2,0,2,2
25818,0,0,2,4,1,1,2,2,3,0,0,1,5,0,0,0,0,5,2,0,2,2
28600,0,0,2,3,0,1,2,0,5,0,0,0,5,0,0,0,0,5,0,0,2,0
28692,0,0,2,4,0,1,2,0,5,0,0,2,5,0,0,0,0,5,2,0,1,2
30625,0,0,2,3,0,1,2,0,5,0,0,3,5,0,0,0,0,5,2,0,2,0
30973,0,0,2,3,0,1,2,2,3,0,0,2,5,0,0,0,0,5,2,0,1,2
32146,2,0,2,3,0,1,2,2,4,0,0,3,0,0,0,0,0,5,2,0,2,2
32281,0,0,5,3,0,1,2,0,5,0,0,3,5,0,0,0,0,5,0,0,2,0
32302,0,0,3,4,0,1,2,0,5,0,0,0,5,0,0,0,0,5,0,0,3,0
33110,2,0,2,3,1,1,2,2,4,0,0,3,5,0,0,0,0,5,2,0,2,2
33429,0,0,2,3,0,1,2,2,5,0,0,2,5,0,0,0,0,5,2,0,1,2
34126,0,0,3,3,1,1,2,2,5,0,0,3,5,0,0,0,0,5,2,0,2,2
35074,0,0,3,3,0,1,2,0,3,0,0,2,5,0,0,0,0,5,0,0,3,0
35440,0,0,2,3,0,1,2,0,4,0,0,3,5,0,0,0,0,5,2,0,2,2
37306,0,0,2,4,0,1,2,0,5,0,0,0,5,0,0,0,0,5,0,0,1,0
38004,0,0,2,3,0,2,2,0,5,0,0,3,5,0,0,0,0,5,2,0,2,0
